sort_order,id,word1,pronunciation,difficulty,definition,has_icon
585,42185,想念,xiǎng niàn,4,to miss,yes
586,43208,怀孕,huái yùn,4,pregnant,yes
587,43573,戒指,jiè zhi,4,(finger) ring,
588,44121,手术,shǒu shù,4,surgery,yes
589,44810,批评,pī píng,4,to criticize,yes
590,45279,折,zhé,4,discount,yes
591,45905,拒绝,jù jué,4,to refuse,yes
592,47827,提问,tí wèn,4,to question,yes
593,48296,搜索,sōu suǒ,4,"to search (a place, a database, online etc)",yes
594,48664,折裙,zhé qún,4,pleated skirt,yes
595,48952,播放,bō fàng,4,to broadcast,yes
596,49635,支持,zhī chí,4,to support,yes
597,49730,收据,shōu jù,4,receipt,yes
598,50057,放松,fàng sōng,4,to relax,yes
599,50075,政府,zhèng fǔ,4,government,yes
600,52876,春联,chūn lián,4,"Spring Festival couplet (the first line of which is pasted on the right side of a doorway at New Year, and the second on the left side)",yes
601,53991,书房,shū fáng,4,study (room),yes
602,64946,海关,hǎi guān,4,customs (i.e. border crossing inspection),yes
603,65825,清单,qīng dān,4,list of items,yes
604,66042,减肥,jiǎn féi,4,to lose weight,yes
605,68534,灰色,huī sè,4,gray,yes
606,69447,无聊,wú liáo,4,bored,yes
607,70987,牛角包,niú jiǎo bāo,4,croissant,yes
608,71308,特长,tè cháng,4,one's special ability or strong points,yes
609,71902,奖学金,jiǎng xué jīn,4,scholarship,yes
610,73014,瑜伽,yú jiā,4,(loanword) yoga,yes
611,74390,留学,liú xué,4,to study abroad,yes
612,74488,毕业,bì yè,4,to graduate,yes
613,75482,登机牌,dēng jī pái,4,boarding pass,yes
614,75495,登录,dēng lù,4,to log in,yes
615,77067,直,zhí,4,straight,yes
616,80993,称赞,chēng zàn,4,to praise,yes
617,82867,简历,jiǎn lì,4,résumé,yes
618,82952,签证,qiān zhèng,4,visa,yes
619,83645,纪念日,jì niàn rì,4,memorial day,yes
620,83687,约会,yuē huì,4,date,yes
621,84738,结果,jié guǒ,4,result,yes
622,85513,网络,wǎng luò,4,internet,yes
623,85565,网购,wǎng goù,4,to purchase online,yes
624,85684,紧张,jǐn zhāng,4,nervous,yes
625,85890,缓慢,huǎn màn,4,slow,yes
626,86600,缺点,quē diǎn,4,shortcoming,yes
627,87639,翻译,fān yì,4,to translate,yes
628,88192,耳环,ěr huán,4,earring,yes
629,91410,兴奋,xīng fèn,4,excited,yes
630,91717,舞蹈,wǔ dǎo,4,dance (performance art),yes
631,91764,航班,háng bān,4,(scheduled) flight,yes
632,95391,艺术,yì shù,4,art,yes
633,97511,表白,biǎo bái,4,confession,yes
634,98805,规则,guī zé,4,rule,yes
635,99252,解释,jiě shì,4,to explain,yes
636,99415,订票,dìng piào,4,to book tickets,yes
637,99530,讨论,tǎo lùn,4,to discuss,yes
638,99757,注册,zhù cè,4,to register,yes
639,99869,词汇,cí huì,4,vocabulary,yes
640,100268,语法,yǔ fǎ,4,grammar,yes
641,100675,请假,qǐng jià,4,to request leave of absence,yes
642,101329,护照,hù zhào,4,passport,yes
643,102069,负责,fù zé,4,to be responsible for,yes
644,105775,辞职,cí zhí,4,to resign,yes
645,105853,农村,nóng cūn,4,rural area,yes
646,106343,退票,tuì piào,4,to return a ticket,yes
647,106358,退货,tuì huò,4,to return merchandise,yes
648,106396,送货,sòng huò,4,to deliver goods,yes
649,106713,通常,tōng cháng,4,usually,yes
650,107534,过敏,guò mǐn,4,(medicine) allergic,yes
651,115351,离婚,lí hūn,4,to divorce,yes
652,116934,面试,miàn shì,4,interview,yes
653,117456,项链,xiàng liàn,4,necklace,yes
654,117717,领带,lǐng dài,4,necktie,yes
655,117755,领头,lǐng tóu,4,to take the lead,yes
656,119225,香味,xiāng wèi,4,fragrance,yes
657,120403,体检,tǐ jiǎn,4,medical checkup,yes
658,123461,鼓励,gǔ lì,4,to encourage,yes
659,10225,优雅,yōu yǎ,5,graceful,yes
660,33066,寓意,yù yì,5,moral (of a story),yes
661,39263,弥漫,mí màn,5,to pervade,yes
662,47315,挂念,guà niàn,5,to have (something) weighing on one's mind,yes
663,47801,描述,miáo shù,5,to describe,yes
664,51386,新任,xīn rèn,5,newly-appointed,yes
665,51842,方言,fāng yán,5,dialect,yes
666,66674,温馨,wēn xīn,5,warm,
667,67948,浓郁,nóng yù,5,rich,yes
668,67971,湿度,shī dù,5,humidity level,
669,69448,无声,wú shēng,5,silent,yes
670,74559,画作,huà zuò,5,painting,yes
671,94321,葬礼,zàng lǐ,5,funeral,yes
672,105186,轻柔,qīng róu,5,gentle,yes
673,108800,都会,dū huì,5,metropolis,yes
674,48643,摸脉,mō mài,6,to feel somebody's pulse,yes
